,0
loan_percent_income,0.9580636142065792
loan_grade,0.8912082121131251
loan_int_rate,0.799311572589234
person_income,0.5159269513157732
income_group,0.3859843488751875
person_home_ownership,0.3766426431923722
cb_person_default_on_file,0.16919647089580617
loan_amnt,0.09824626397977763
loan_intent,0.0977190126084354
loan_group,0.08065913176589656
person_emp_length,0.06722943019339066
person_age,0.009901636769622081
cb_person_cred_hist_length,0.006711457819507529
age_group,0.00515058204181475
